Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Palm Harbor,Pinellas_FL,FL,69.1,39,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Dayton,Montgomery_OH,OH,63,75,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Cambridge,Story_IA,IA,21.9,96,0.8,9.2,0,Light Snow,FALSE,FALSE,FALSE,day
2,Shreveport,Caddo_LA,LA,71.6,100,1.5,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,86,61,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,New Oxford,Adams_PA,PA,64.9,87,10,0,0,Light Rain,FALSE,FALSE,FALSE,day
3,Denver,Denver_CO,CO,37,34,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Portland,Multnomah_OR,OR,67,76,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Newberg,Yamhill_OR,OR,66,54,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Lake Zurich,Lake_IL,IL,17.1,88,1.8,9.2,0,Light Snow,FALSE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,62.1,96,2.5,5.8,0,Overcast,FALSE,FALSE,FALSE,day
4,Terrebonne,Jefferson_OR,OR,79,7,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Lucerne Valley,San Bernardino_CA,CA,64.4,18,7,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,68,28,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Merced,Merced_CA,CA,57.9,72,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Summerville,Dorchester_SC,SC,42.8,87,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,62.1,67,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Miami,Miami-Dade_FL,FL,75.9,30,10,15,0,Smoke,FALSE,FALSE,FALSE,day
3,Nashville,Davidson_TN,TN,82,42,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Oklahoma City,Oklahoma_OK,OK,57.9,93,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Fowler,Fresno_CA,CA,52,69,10,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,77,82,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Denver,Denver_CO,CO,73,27,20,3,0,Fair,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,53.1,100,0.2,0,0,Fog,FALSE,FALSE,FALSE,twilight
4,Ypsilanti,Washtenaw_MI,MI,68,65,10,8.1,0,Clear,TRUE,FALSE,FALSE,day
2,Gardena,Los Angeles_CA,CA,63,81,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Punta Gorda,Charlotte_FL,FL,55,100,4,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Bellmore,Nassau_NY,NY,41,70,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,Edmond,Oklahoma_OK,OK,28.9,47,10,6.9,0,Clear,FALSE,TRUE,FALSE,night
2,Pleasanton,Alameda_CA,CA,55,89,5,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,West Chicago,Dupage_IL,IL,79,52,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,48.9,93,1.8,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Ridley Park,Delaware_PA,PA,46.9,77,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Omaha,Douglas_NE,NE,73,80,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Pelzer,Greenville_SC,SC,28.4,59,10,12.7,0,Clear,FALSE,FALSE,FALSE,twilight
3,Holbrook,Suffolk_NY,NY,30.9,31,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,77,58,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Eddyville,Mahaska_IA,IA,40.5,93,10,20.7,0.04,Light Rain,FALSE,FALSE,FALSE,day
2,Antioch,Davidson_TN,TN,82.9,60,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oklahoma City,Oklahoma_OK,OK,62,53,10,17,0,Cloudy,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,39,100,3,0,0,Overcast,FALSE,TRUE,FALSE,day
2,Saint Paul,Ramsey_MN,MN,36,81,10,7,0,Cloudy,FALSE,FALSE,FALSE,twilight
3,Long Beach,Los Angeles_CA,CA,53.1,77,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Loves Park,Winnebago_IL,IL,84.9,55,10,15,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,San Diego,San Diego_CA,CA,54,75,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,70,90,10,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,84,61,10,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,West Columbia,Lexington_SC,SC,28.9,96,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Castle Rock,Douglas_CO,CO,84.9,16,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,55.9,26,10,0,0,Clear,TRUE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,75.9,82,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
2,Denver,Denver_CO,CO,68,32,10,9,0,Fair,FALSE,FALSE,TRUE,day
2,Nottingham,Baltimore County_MD,MD,14,53,10,20.7,0,Clear,FALSE,FALSE,TRUE,night
2,San Diego,San Diego_CA,CA,51.1,39,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Brandywine,Prince George's_MD,MD,35.6,93,5,9.2,0,Light Drizzle,FALSE,FALSE,FALSE,twilight
2,Aynor,Horry_SC,SC,59,100,5,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,82.8,13,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Lafayette,Lafayette_LA,LA,73,100,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Stewartsville,Warren_NJ,NJ,42.1,92,2,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,81,85,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Oakdale,Allegheny_PA,PA,35,46,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Jacksonville,Duval_FL,FL,75.9,38,10,12.7,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Lodi,San Joaquin_CA,CA,70,44,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,62.1,60,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Northport,Tuscaloosa_AL,AL,64,87,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
4,Gig Harbor,Pierce_WA,WA,44.1,100,4,0,0,Light Rain,FALSE,FALSE,FALSE,day
2,Fresh Meadows,Queens_NY,NY,42.1,85,5,10.4,0.12,Light Rain,TRUE,FALSE,FALSE,twilight
3,Los Angeles,Los Angeles_CA,CA,81,19,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Watsonville,Monterey_CA,CA,57,100,10,9.2,0,Overcast,FALSE,FALSE,FALSE,night
3,Plymouth,Wayne_MI,MI,41,82,10,15,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Cloverdale,Tillamook_OR,OR,54,88,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Albany,Albany_NY,NY,77,48,10,14,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,69.1,70,10,15,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,North Miami Beach,Miami-Dade_FL,FL,79,90,7,4.6,0.04,Light Rain,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,59,90,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Ladson,Berkeley_SC,SC,66,84,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,80.1,79,10,0,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Weehawken,Hudson_NJ,NJ,82,60,10,5.8,0,Partly Cloudy,TRUE,FALSE,TRUE,day
2,Columbus,Franklin_OH,OH,31.6,100,2.5,3.5,0,Light Snow,FALSE,FALSE,TRUE,twilight
2,Glenside,Montgomery_PA,PA,39.2,81,10,0,0,Clear,FALSE,FALSE,TRUE,day
4,Atlanta,DeKalb_GA,GA,64,70,6,5.8,0,Haze,FALSE,FALSE,FALSE,day
2,Chandler,Maricopa_AZ,AZ,77,21,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Greer,Spartanburg_SC,SC,73.9,22,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,35.1,96,1,9.2,0.07,Light Ice Pellets,FALSE,FALSE,TRUE,day
2,Chicago,Cook_IL,IL,73,57,10,5.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Wheat Ridge,Jefferson_CO,CO,54,58,20,0,0,Fair,FALSE,FALSE,FALSE,day
2,Stafford,Stafford_VA,VA,44.1,89,10,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Inver Grove Heights,Dakota_MN,MN,73,28,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,58,41,10,6,0,Fair,FALSE,FALSE,TRUE,day
3,Fort Worth,Tarrant_TX,TX,82,74,10,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
3,Whittier,Los Angeles_CA,CA,81,50,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Providence,Providence_RI,RI,30,32,10,5.8,0,Clear,TRUE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,34,70,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Dallas,Dallas_TX,TX,80.1,60,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Brentwood,Davidson_TN,TN,60,49,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Buena Vista,Rockbridge_VA,VA,39,76,10,8.1,0,Light Rain,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,60.1,72,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Chattanooga,Hamilton_TN,TN,73,76,10,10,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Hurricane,Washington_UT,UT,54,55,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Grand Rapids,Kent_MI,MI,86,32,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,88,36,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,37,70,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Alhambra,Los Angeles_CA,CA,75,14,10,6.9,0,Clear,TRUE,FALSE,FALSE,day
2,Tucson,Pima_AZ,AZ,93.9,27,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,68,90,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Monrovia,Los Angeles_CA,CA,99,3,10,17,0,Fair,FALSE,FALSE,FALSE,day
3,Escondido,San Diego_CA,CA,64,78,8,7,0,Cloudy,FALSE,FALSE,FALSE,day
3,Colton,San Bernardino_CA,CA,64.4,56,6,3.5,0,Haze,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,75,34,10,6.9,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Trout Run,Lycoming_PA,PA,72,84,10,5.8,0,Mostly Cloudy,FALSE,TRUE,FALSE,day
2,Chicago,Cook_IL,IL,75.9,62,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Covington,Kenton_KY,KY,66.9,70,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Livermore,Alameda_CA,CA,55.9,80,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
2,Villa Park,DuPage_IL,IL,64.9,36,10,11.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Grass Valley,Nevada_CA,CA,39.2,100,1.5,0,0,Overcast,FALSE,FALSE,TRUE,night
2,Sarasota,Sarasota_FL,FL,70,100,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
2,Green Lane,Montgomery_PA,PA,30.2,75,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Mahopac,Putnam_NY,NY,37,100,2.5,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Oceanside,San Diego_CA,CA,66.9,84,4,5.8,0,Haze,FALSE,FALSE,FALSE,day
2,Beaufort,Beaufort_SC,SC,79,78,10,3,0,Fair,FALSE,FALSE,FALSE,night
2,Waterloo,Laurens_SC,SC,89.1,57,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,80.1,60,10,9.2,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,68,50,10,12,0,Fair,FALSE,FALSE,FALSE,day
3,Layton,Davis_UT,UT,38.7,52,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,80.6,61,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Manchester,Hillsborough_NH,NH,35.1,59,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Phoenix,Maricopa_AZ,AZ,107.6,13,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,63,90,7,16,0.37,Heavy T-Storm,TRUE,FALSE,FALSE,twilight
3,South El Monte,Los Angeles_CA,CA,78.8,17,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,61,72,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Grand Blanc,Genesee_MI,MI,63,67,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Emeryville,Alameda_CA,CA,73.9,29,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Eufaula,Barbour_AL,AL,43,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,73,51,10,19.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
4,Seattle,King_WA,WA,50,63,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
2,Hollister,Santa Clara_CA,CA,84.2,40,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Spring,Harris_TX,TX,64,56,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Oklahoma City,Oklahoma_OK,OK,89.6,43,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,50,80,10,16.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Indianapolis,Marion_IN,IN,28,85,6,15,0.01,Overcast,FALSE,FALSE,FALSE,day
2,Fresno,Fresno_CA,CA,77,23,10,8.1,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Manchester,Essex_MA,MA,64.9,42,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,60.8,72,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Huntersville,Mecklenburg_NC,NC,69.8,88,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,93,31,10,5,0,Fair,TRUE,FALSE,FALSE,day
2,Augusta,Richmond_GA,GA,86,70,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oceanside,San Diego_CA,CA,45,58,9,0,0,Clear,FALSE,FALSE,FALSE,night
2,Canton,Haywood_NC,NC,52,97,0.25,0,0,Fog,FALSE,FALSE,FALSE,day
2,Waukegan,Lake_IL,IL,48,77,10,26,0,Cloudy / Windy,FALSE,FALSE,TRUE,day
3,Zion,Lake_IL,IL,66.9,32,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Roxbury,Suffolk_MA,MA,73,53,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Augusta,Richmond_GA,GA,68,90,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Santa Cruz,Santa Cruz_CA,CA,48,100,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,49,92,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Saraland,Mobile_AL,AL,91,42,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,North Fort Myers,Lee_FL,FL,77,69,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
3,Portland,Chautauqua_NY,NY,58,81,10,3,0,Fair,FALSE,FALSE,FALSE,night
3,Daly City,San Mateo_CA,CA,55,86,8,4.6,0.04,Light Rain,FALSE,FALSE,FALSE,night
2,Dayton,Montgomery_OH,OH,28.2,87,6,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,57.2,36,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Taylors,Greenville_SC,SC,68,96,0.75,3,0,Fog,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,69,57,10,8,0,Fair,TRUE,FALSE,FALSE,twilight
3,Fort Worth,Tarrant_TX,TX,85,65,8,23,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,day
2,Huntington Park,Los Angeles_CA,CA,56,77,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Rocky Hill,Hartford_CT,CT,39,41,10,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,Madison,Davidson_TN,TN,91.9,34,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oakland,Alameda_CA,CA,70,36,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,87.1,24,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,80.1,62,10,19.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bellerose,Queens_NY,NY,39,39,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Dafter,Chippewa_MI,MI,34,100,2,14,0,Fog,FALSE,FALSE,FALSE,day
2,Choctaw,Oklahoma_OK,OK,64.6,88,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
3,Houston,Harris_TX,TX,82.4,37,10,19.6,0,Clear,FALSE,FALSE,FALSE,day
2,Chantilly,Loudoun_VA,VA,68,84,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Cincinnati,Hamilton_OH,OH,67,51,10,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.9,48,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,San Francisco,San Francisco_CA,CA,57,96,10,0,0,Partly Cloudy,TRUE,FALSE,FALSE,night
2,Huntingdon Valley,Montgomery_PA,PA,78.1,84,10,4.6,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Pala,San Diego_CA,CA,55,100,4,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Rock Hill,York_SC,SC,72,44,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Midway,Gadsden_FL,FL,72,93,10,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
2,Fontana,San Bernardino_CA,CA,53,74,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Menlo Park,San Mateo_CA,CA,51.8,67,10,11.5,0,Scattered Clouds,TRUE,TRUE,FALSE,twilight
3,Phoenix,Maricopa_AZ,AZ,72,29,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Murrieta,Riverside_CA,CA,53.6,15,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Saint Paul,Ramsey_MN,MN,19.9,74,9,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,63,81,9,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Carrollton,Dallas_TX,TX,91.4,52,10,4.6,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,41,89,6,0,0,Clear,FALSE,FALSE,TRUE,day
2,Irving,Dallas_TX,TX,77,84,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,79,83,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Irvine,Orange_CA,CA,73,15,10,5.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,89.1,38,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,73,57,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,67,61,10,10,0,Cloudy,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,63,52,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Anderson,Anderson_SC,SC,85,43,10,10,0,Fair,FALSE,FALSE,TRUE,day
4,Maricopa,Pinal_AZ,AZ,65,4,10,12,0,Fair,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,77,94,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Greensboro,Guilford_NC,NC,55,57,10,4.6,0,Overcast,FALSE,FALSE,TRUE,night
2,Dallas,Collin_TX,TX,82,54,10,20,0,Fair,FALSE,FALSE,TRUE,day
2,Cleveland,Cuyahoga_OH,OH,69.1,68,10,21.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Springfield,Fairfax_VA,VA,53.2,61,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Bellevue,King_WA,WA,46.9,86,10,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Atlanta,Fulton_GA,GA,60.1,83,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Saddle Brook,Bergen_NJ,NJ,39,67,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,83,23,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Dallas,Denton_TX,TX,21.2,46,10,20.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,82,52,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Nashville,Davidson_TN,TN,81,74,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Fort Mill,Lancaster_SC,SC,79,48,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,San Jose,Santa Clara_CA,CA,57,88,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,77,47,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
3,Benicia,Solano_CA,CA,51,83,4,25,0.09,Heavy Rain / Windy,TRUE,FALSE,FALSE,day
3,Bronx,Bronx_NY,NY,69.1,87,9,8.1,0,Overcast,FALSE,FALSE,TRUE,night
2,Augusta,Richmond_GA,GA,57.9,39,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,75.9,79,10,15,0,Clear,FALSE,FALSE,TRUE,night
2,Aurora,Arapahoe_CO,CO,29.5,49,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Huntsville,Madison_AL,AL,56,48,9,8,0,Fair,FALSE,FALSE,FALSE,day
2,San Marcos,San Diego_CA,CA,68,84,5,5,0,Cloudy,FALSE,FALSE,FALSE,day
3,Swansea,Bristol_MA,MA,43,86,10,9.2,0,Light Rain,FALSE,FALSE,FALSE,day
3,San Ramon,Contra Costa_CA,CA,64.9,50,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Simpsonville,Greenville_SC,SC,51.8,100,0.1,0,0,Fog,FALSE,FALSE,FALSE,twilight
4,Ottsville,Bucks_PA,PA,51.1,66,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Glendale Heights,DuPage_IL,IL,38,86,10,6,0,Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75.2,73,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
2,Dallas,Dallas_TX,TX,84.9,30,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Wilmington,New Castle_DE,DE,39,55,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
3,Opelika,Lee_AL,AL,80,79,10,0,0.01,Fair,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,81,29,10,11.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Greenville,Greenville_SC,SC,72,93,9,6.9,0,Overcast,FALSE,FALSE,TRUE,night
4,Bell Gardens,Los Angeles_CA,CA,59,25,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Indianapolis,Marion_IN,IN,25,69,9,10.4,0,Clear,FALSE,FALSE,FALSE,day
4,Los Angeles,Los Angeles_CA,CA,65,81,9,0,0,Fair,TRUE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,30,79,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
2,Glendale,Los Angeles_CA,CA,66,65,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
3,West Columbia,Lexington_SC,SC,99,28,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Alhambra,Los Angeles_CA,CA,84.2,14,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Hooksett,Merrimack_NH,NH,67,32,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Midway,Liberty_GA,GA,48.2,87,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,44.6,93,7,8.1,0.01,Light Rain,FALSE,TRUE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,72,17,10,21.9,0,Clear,FALSE,FALSE,FALSE,day
3,Fairfield,Solano_CA,CA,74,33,10,10,0,Fair,FALSE,FALSE,FALSE,night
3,Moreno Valley,Riverside_CA,CA,57,59,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,46,93,8,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Fort Myers,Lee_FL,FL,73.9,91,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Jarratt,Sussex_VA,VA,23,28,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,73,84,1,22,0.01,Heavy Rain / Windy,FALSE,FALSE,FALSE,day
3,Elmhurst,Queens_NY,NY,35.1,48,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Frederick,Frederick_MD,MD,75,94,2,0,0,Fog,FALSE,FALSE,TRUE,day
3,Atlanta,Fulton_GA,GA,71,93,2,22,0.12,T-Storm / Windy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,48,33,10,11.5,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Minneapolis,Hennepin_MN,MN,78.1,42,10,3.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
